Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -d sgNT_MC38_1/ sgNT_MC38_2/ sgArid1a_MC38_1/ sgArid1a_MC38_2/ -tpm)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_MC38_1/ TPM	sgNT_MC38_2/ TPM	sgArid1a_MC38_1/ TPM	sgArid1a_MC38_2/ TPM
NM_177669	chr4	114163384	114245028	+	814	1	Skint11|A630098G03Rik|Gm569|-|4|4 D1|protein-coding	0	0	0	0
NM_001034899	chr1	177991435	178048291	+	1653	1	Gm16432|EG545391|EG666250|-|1|1 H4|protein-coding	0	0	0	0
NM_173783	chrX	92118879	92599572	-	2153	1	Mageb18|B430216B18Rik|-|X|X C2-C3|protein-coding	0	0	0.282	0
NM_146971	chr2	89248721	89249692	-	970	1	Olfr1228|MOR233-1|-|2|2 E1|protein-coding	0	0	0	0
NM_146654	chr6	43153307	43154239	+	931	1	Olfr237-ps1|MOR261-4|Olfr438|-|6|6 B2.1|protein-coding	0	0	0	0
NM_001085549	chr4	114406724	114615098	+	6608	1	Trabd2b|Gm12824|Hkat|OTTMUSG00000008561|-|4 D1|4|protein-coding	0	0	0	0
NM_146430	chr14	50515121	50516240	+	1117	1	Olfr742|MOR106-6|-|14|14 C1|protein-coding	0	0	0	0
NR_035527	chr15	35660831	35660918	-	87	1	Mir599|mmu-mir-599|-|15 B3.1|15 14.46 cM|ncRNA	0	0	0	0
NM_026469	chrX	138208165	138209580	-	1313	1	Tex13a|1700025D03Rik|-|X|X F1|protein-coding	0	0	0	0
NM_144869	chr19	4057487	4059294	-	668	1	Gstp3|-|-|19|19 A|protein-coding	0	0	0	0
NM_001286959	chr3	69819539	69859894	-	1560	1	Sptssb|1110032A04Rik|ADMP|Sssptb|-|3|3 E2|protein-coding	0	0	0	0
NM_011872	chr7	43811294	43816387	+	1915	1	Klk7|Prss6|SCCE|-|7 B3|7 28.27 cM|protein-coding	0	0	0	0
NM_001346010	chr5	31137989	31138895	-	635	1	Ucn|Mpv17|Ucn1|-|5 B1|5 17.11 cM|protein-coding	0	0	0	0
NM_021712	chr14	32462437	32464850	-	2411	1	Slc18a3|VAChT|VAT|-|14 B|14 19.4 cM|protein-coding	0	0	0	0
NM_009719	chr10	62133090	62134763	+	1536	1	Neurog3|Atoh5|Math4B|bHLHa7|ngn3|-|10|10 B4|protein-coding	0	0	0	0
NM_001177570	chr11	74070170	74087301	+	4802	1	Zfp616|Gm12330|OTTMUSG00000006163|-|11|11 B4|protein-coding	0	0	0	0
NR_046064	chr15	43430943	43477036	-	665	1	Gm10373|ENSMUSG00000072592|-|15 B3.2|15|ncRNA	0	0	0	0
NM_001167936	chr4	108181934	108217922	-	2280	1	Zyg11a|BC022150|-|4|4 C7|protein-coding	0	0	0.267	0.614
NM_001190400	chr2	4717831	4802146	+	3823	1	Bend7|1110017O21Rik|E130319B15Rik|-|2|2 A1|protein-coding	0	0	0.04	0
NM_198680	chr1	107153961	107161114	-	1622	1	Serpinb3b|Scca2-rs|Scca2-rs1|-|1|1 E2.1|protein-coding	0	0	0	0
NR_030546	chrX	72591500	72591579	-	79	1	Mir105|Mirn105|mmu-mir-105|-|X A7.3|X|ncRNA	0	0	0	0
NM_008184	chr3	107938848	107943749	-	1142	1	Gstm6|-|-|3|3 F2.3|protein-coding	0	0.25	0.133	0.123
NM_001254946	chr6	128848044	128891124	-	2607	1	BC035044|-|-|6|6 F3|protein-coding	0	0	0.058	0
NR_105756	chr11	72388756	72388864	+	108	1	Mir6338|Gm27678|mmu-mir-6338|-|11|11 B4|ncRNA	0	0	0	0
NR_047667	chr1	174151481	174152530	+	1049	1	Olfr421-ps1|MOR105-3|Olfr421|Olfr422-ps1|-|1|1 H3|protein-coding	0	0	0	0
NM_001310621	chr7	33171892	33173861	-	515	1	Scgb2b18|Abpbg18|Gm4692|-|7 B1|7|protein-coding	0	0	0	0
NM_146934	chr7	140601340	140611124	+	1186	1	Olfr46|IB7|ID12|IF5|MOR253-8|-|7|7 F4|protein-coding	0	0	0	0
NM_011128	chr19	58759723	58777534	+	1554	1	Pnliprp2|PLRP2|-|19|19 D2|protein-coding	0	0	0	0
NM_021464	chr2	161521988	162661147	-	12052	1	Ptprt|R-PTP-T|RPTP-rfo|RPTP-rho|RPTPmam4|RPTPrho|mKIAA0283|mRPTPrho|-|2 H2|2 81.91 cM|protein-coding	0	0	0	0.012
NM_027301	chr10	127898535	127911759	+	2843	1	Sdr9c7|1810054F20Rik|Rdh20|Rdhs|SDR-O|Sdro|-|10|10 D3|protein-coding	0	0	0	0
NM_177129	chr1	132509425	132542940	-	9510	1	Cntn2|D130012K04Rik|TAG-1|Tax|-|1|1 E4|protein-coding	0	0.015	0	0.015
NR_106066	chr15	89162848	89162908	-	60	1	Mir7118|mmu-mir-7118|-|15|15 E3|ncRNA	0	0	0	0
NM_207276	chr2	152572744	152574943	+	421	1	Defb21|4930525K10Rik|Gm121|-|2|2 H1|protein-coding	0	0	0	0
NM_183264	chr10	130322852	130362642	+	1683	1	Tespa1|5830405N20Rik|A430001F24Rik|AI450549|-|10|10 D3|protein-coding	0	0	0	0.083
NR_030433	chrX	147002259	147002366	+	107	1	Mir764|Mirn764|mir-764|mmu-mir-764|-|X F2|X|ncRNA	0	0	0	0
NM_001289557	chr5	135747220	135778385	-	1328	1	Styxl1|1700011C14Rik|Dusp24|Mkstyx|-|5|5 G2|protein-coding	0	0	0	0.316
NM_146741	chr19	13794665	13795609	-	943	1	Olfr1497|MOR212-1|-|19|19 A|protein-coding	0	0	0	0
NM_199252	chr17	13108617	13131791	-	2631	1	Unc93a|Unc93l|unc-93A|-|17 A1|17 8.78 cM|protein-coding	0	0	0	0
NR_039586	chr12	48219730	48301462	-	39	1	Mir5125|mmu-mir-5125|mu-mir-5125|-|17 A3.3|17 12.08 cM|ncRNA	0	0	0	0
NR_105746	chr7	53891761	53891889	-	128	1	Mir6238|Gm27982|mmu-mir-6238|-|7|7 B4|ncRNA	0	0	0	0
NR_105977	chr3	82106247	82106309	-	62	1	Mir7010|Gm28029|mmu-mir-7010|-|3|3 E3|ncRNA	0	0	0	0
NR_015562	chr5	28466984	28719209	+	2919	1	9530036O11Rik|-|-|5|5 B1|ncRNA	0	0	0	0
NM_001177587	chr17	38416474	38420185	-	1111	1	Esp36|Gm20408|-|17 B1|17 19.16 cM|protein-coding	0	0	0	0
NM_009042	chr6	78425983	78428666	+	761	1	Reg1|-|-|6 C3|6 34.77 cM|protein-coding	0	0	0	0
NM_027064	chr13	98984090	98984565	-	473	1	1700024P04Rik|H2bl1|Subh2bv|-|13|13 D1|protein-coding	0	0	0	0
NM_176959	chr15	26540459	26895564	-	4610	1	Fbxl7|AL023057|D230018M15Rik|FBL7|Fbl6|-|15|15 B1|protein-coding	0	0	0	0
NM_019430	chr7	122671744	122769394	+	1520	1	Cacng3|-|-|7|7 F2|protein-coding	0	0	0	0
NR_130981	chr12	26346710	26371748	+	1262	1	4930549C15Rik|-|-|12|12 A2|ncRNA	0	0	0	0
NM_173409	chr7	131138347	131146283	-	1156	1	4933402N03Rik|4930412O05|-|7|7 F3|protein-coding	0	0	0	0
NM_177049	chr14	55106826	55116935	-	4481	1	Jph4|9330157P13Rik|JP-4|JPHL1|-|14|14 C3|protein-coding	0	0.032	0	0
NM_001011756	chr9	39318647	39319612	-	964	1	Olfr948|MOR171-45|MOR171-51|-|9|9 A5.1|protein-coding	0	0	0	0
NR_029916	chr12	109710175	109710256	+	81	1	Mir411|Mirn411|mir-411|mmu-mir-411|-|12 F1|12|ncRNA	0	0	0	0
NM_146824	chr4	52855558	52856511	-	952	1	Olfr273|MOR262-8|-|4|4 B2|protein-coding	0	0	0	0
NM_010689	chr7	126363828	126369568	-	1254	1	Lat|p36-38|pp36|-|7|7 F3|protein-coding	0	0	0.242	0
NM_001011807	chr16	59085552	59086481	-	928	1	Olfr191|MOR183-5P|-|16|16 C1.3|protein-coding	0	0	0	0
NM_053251	chr6	132114221	132364135	-	1008	1	Gm4736|EG114600|Mp4|Mp6|-|6 G1|6|protein-coding	0	0	0	0
NM_147039	chr1	92511048	92518515	-	1185	1	Olfr1414|MOR103-2|-|1|1 D|protein-coding	0	0	0	0
NM_001009545	chr12	113489565	113491835	+	2269	1	Adam6b|4930523C11Rik|-|12|12 F1|protein-coding	0	0	0	0
NM_001199332	chrY	17093879	17095887	+	1208	2	Gm20877|-|-|Y|Y A1|protein-coding	0	0	0	0
NM_028654	chr7	133587024	133602115	-	909	1	Tex36|4930404H21Rik|-|7|7 F3|protein-coding	0	0	0	0
NR_105970	chr2	163068090	163068155	+	65	1	Mir7003|Gm27340|mmu-mir-7003|-|2|2 H2|ncRNA	0	0	0	0
NM_183289	chr7	138208972	138397730	-	2555	1	Tcerg1l|5730476P14Rik|-|7|7 F4|protein-coding	0	0	0	0
NM_001312905	chr18	45268860	45685883	+	3678	1	Kcnn2|KCa2.2|SK2|SKCA2|bc|fri|-|18|18 B3-C|protein-coding	0	0	0	0.038
NM_001270487	chr16	89040923	89041472	-	547	1	Gm10228|ENSMUSG00000068074|-|16|16 C3.3|protein-coding	0	0	0	0
NM_172466	chr8	113697124	113848839	-	5843	1	Adamts18|9630038L21|ADAMTS21|E130314N14Rik|-|8|8 E1|protein-coding	0	0	0	0
NR_036590	chr19	53248736	53255205	-	485	1	1700001K23Rik|-|-|19|19 D2|ncRNA	0	0.294	0	0
NM_175665	chr13	22035821	22036320	+	497	1	Hist1h2bk|-|-|13|13 A3.1|protein-coding	0	0.862	0	0.282
NM_146366	chr2	86785732	86786700	+	967	1	Olfr1093|MOR179-6|-|2|2 D|protein-coding	0	0	0	0
NM_001256489	chr12	24043202	24097269	-	2262	1	9030624G23Rik|-|-|12|12 A1.3|protein-coding	0	0	0.067	0
NM_146940	chr2	36869568	36870515	+	946	1	Olfr352|MOR136-10|-|2|2 B|protein-coding	0	0	0	0
NM_153524	chr7	47980794	47982296	-	1500	1	Mrgpra4|Mgrg10|MrgA4|-|7|7 B4|protein-coding	0	0	0	0
NM_001167165	chr7	21760531	21761475	-	942	3	Gm4175|Vmn1r133|-|7 A3|7|protein-coding	0	0	0	0
NM_053184	chr5	87459490	87490871	-	2561	1	Ugt2a1|-|-|5|5 E1|protein-coding	0	0	0	0
NR_030569	chr2	10514595	10514674	+	79	1	Mir466g|Mirn466g|-|2 A1|2|ncRNA	0	0	0	0
NR_028544	chr12	80391614	80391737	-	123	1	Scarna3b|MBI-100|-|12 C3|12|ncRNA	0	0	0	0
NM_001081414	chr7	87584168	88135063	+	8416	1	Grm5|6430542K11Rik|AI850523|Glu5R|Gprc1e|mGluR5|mGluR5b|-|7|7 D3|protein-coding	0	0	0	0
NM_001081140	chr3	107183143	107195721	+	1822	1	Kcna10|Gm1962|Kcna8|Kv1.8|-|3 F2.3|3 46.64 cM|protein-coding	0	0	0	0
NM_147103	chr7	102658823	102659770	+	946	1	Olfr555|MOR10-1|-|7|7 E3|protein-coding	0	0	0	0
NR_131193	chr13	110903499	110908280	+	2278	1	Gm38397|-|-|13|13 D2.2|ncRNA	0	0.125	0.067	0
NR_045356	chr10	97590984	97596931	-	1462	1	4930473O22Rik|-|-|10|10 C3|ncRNA	0	0	0	0
NM_001102662	chr4	112006269	112029538	+	1250	1	Skint1|OTTMUSG00000008542|Skint-1|-|4|4 D1|protein-coding	0	0	0	0
NM_009220	chrY	13376413	13378797	+	1280	3	Ssty1|Smy|Ssty|-|Y|Y A1|protein-coding	0	0	0	0
NM_001289831	chr6	122707489	122714633	+	1988	1	Nanog|2410002E02Rik|ENK|ecat4|-|6|6 F1|protein-coding	0	0.072	0	0.07
NM_146845	chr2	86922583	86923530	-	946	1	Olfr1098|MOR206-1|-|2|2 D|protein-coding	0	0	0	0
NM_145373	chr11	121067403	121081139	-	1607	1	Sectm1a|BC010462|-|11|11 E2|protein-coding	0	0	0	0.087
NM_001011869	chr6	42790041	42790994	+	952	1	Olfr452|MOR257-5P|-|6|6 B2.1|protein-coding	0	0	0	0
NM_008348	chr9	45253837	45269149	-	3489	1	Il10ra|AW553859|CDw210|CDw210a|IL-10R1|IL-10RA|Il10r|mIL-10R|-|9 A5.2|9 24.84 cM|protein-coding	0	0	0	0
NM_001122756	chr5	72300025	72504540	-	4682	1	Corin|AV273130|Lrp4|-|5|5 C3.2|protein-coding	0	0	0	0
NR_045045	chr12	7372039	7380330	-	336	1	1700101O22Rik|-|-|12|12 A1.1|ncRNA	0	0	0	0
NM_001164518	chr7	43472907	43490023	-	2558	1	Iglon5|A230106M20Rik|Gm1431|-|7|7 B3|protein-coding	0	0	0.059	0
NM_009991	chr15	74851010	74856318	-	1614	1	Cyp11b2|Cpn2|Cyp11b|Cyp11b-2|-|15 D3|15 34.29 cM|protein-coding	0	0	0	0
NM_178386	chr3	40708871	40726094	+	2102	1	Slc25a31|1700034J06Rik|Ant4|Sfec|-|3|3 B|protein-coding	0	0	0	0
NR_046459	chr14	46568331	46575851	-	1399	1	Rubie|-|-|14 C1|ncRNA	0	0	0.326	0
NM_177060	chr11	68888553	68895015	+	2696	1	Rnf222|9930039A11Rik|-|11|11 B3|protein-coding	0	0	0	0
NM_001166743	chr7	20883198	20884121	-	922	1	Vmn1r117|EG667262|Gm8544|-|7|7 A3|protein-coding	0	0	0	0
NM_001347450	chr5	120786331	120795530	-	1465	1	Oas1e|C87484|oasl7|-|5 F|5 60.64 cM|protein-coding	0	0.292	0.519	0.669
NM_147122	chr7	103660244	103661318	-	1072	1	Olfr623|MOR1-4|-|7|7 E3|protein-coding	0	0	0	0
NM_019577	chr5	135569937	135573043	-	1284	1	Ccl24|CKb-6|MPIF-2|Scya24|-|5|5 G2|protein-coding	0	0	0	0
NR_035474	chr5	78929670	79515904	-	59	1	Mir669m-1|mmu-mir-669m-1|-|2 A1|2 8.22 cM|ncRNA	0	0	0	0
NR_102276	chr7	89426306	89432077	+	2371	1	AI314278|-|-|7 D3|7|ncRNA	0	0	0	0
NM_207233	chr1	120340582	120343174	+	1996	1	C1ql2|BC040774|CTRP10|-|1|1 E2.3|protein-coding	0	0	0.076	0
NM_001243017	chrX	154001590	154012640	-	979	3	Gm15140|OTTMUSG00000019256|-|X|X F3|protein-coding	0	0	0	0
NR_030718	chrX	96239926	96243642	+	2774	1	F630028O10Rik|ENSMUSG00000065522|Gm14924|OTTMUSG00000018496|mir-223|-|X C3|X|ncRNA	0	0	0	0
NM_027222	chr18	35647265	35649367	-	900	1	Mzb1|2010001M09Rik|AV064572|PACAP|pERp1|-|18|18 B2|protein-coding	0	0	0.169	0
NM_001324546	chr9	111561437	111690348	-	2352	1	Stac|-|-|9 F3|9 61.81 cM|protein-coding	0	0	0	0
NM_178249	chr2	87508458	87510865	+	1535	1	Pramel6|C80453|C80515|-|2|2 D|protein-coding	0	0	0	0
NM_029375	chr2	130405259	130406074	+	520	1	1700020A23Rik|-|-|2|2 F1|protein-coding	0	1.098	0.584	0
NM_207695	chr11	58566399	58567343	-	943	1	Olfr224|MOR275-3|Olfr224-ps1|Olfr327-ps1|-|11|11 B1.3|protein-coding	0	0	0	0
NM_001105065	chr7	7550967	7566786	-	2579	1	Vmn2r33|-|-|7|7 A1|protein-coding	0	0	0	0
NM_001082542	chr16	36210403	36217788	+	290	1	Gm5416|EG408196|Stfna1l1|-|16|16 B3|protein-coding	0	0	0	0
NR_117095	chr2	105657862	105661343	-	3481	1	Paupar|-|-|2 E3|2|ncRNA	0	0	0	0
NR_110491	chr18	23217596	23217818	+	222	1	Gm7788|EG665797|-|18|18 A2|pseudo	0	0	0	0.631
NM_001013832	chr17	13051321	13052280	-	958	1	Gpr31b|12-HETER|GPR31c(t)|Gpr31|Gpr31c|-|17 A1|17 8.76 cM|protein-coding	0	0	0	0
NM_024470	chr6	130291161	130308361	-	925	1	Klra23|Ly-49W1|Ly-49W2|Ly49W|-|6|6 F3|protein-coding	0	0	0	0
NM_010372	chr14	56129568	56132593	-	930	1	Gzmd|CCP5|Ctla-5|Ctla5|-|14 C3|14 28.19 cM|protein-coding	0	0	0	0
NM_001014398	chr9	57236556	57249864	+	2686	1	Trcg1|-|-|9|9 B|protein-coding	0	0.053	0	0
NM_028158	chr2	173522592	173528502	+	635	1	1700021F07Rik|-|-|2|2 H3|protein-coding	0	0	0	0
NR_033598	chrX	156539483	156540117	+	634	1	4930503H13Rik|-|-|X|X F4|pseudo	0	0	0	0
NR_040444	chr4	102967266	102989755	-	1908	1	Gm12709|OTTMUSG00000008056|-|4 C6|4 47.24 cM|ncRNA	0	0	0	0
NM_001178038	chr1	162916551	162937225	-	1860	1	Fmo6|-|-|1|1 H2.1|protein-coding	0	0	0	0
NM_001256174	chr3	107230614	107234031	+	661	1	A630076J17Rik|-|-|3|3 F2.3|protein-coding	0	0	0	0
NM_145745	chr8	43650309	43665560	-	2503	1	Adam34|-|-|8|8 A4|protein-coding	0	0	0	0
NR_106170	chr16	22532056	22532184	-	128	1	Mir8095|Gm27566|mmu-mir-8095|-|16|16 B1|ncRNA	0	0	0	0
NM_148953	chr11	102268823	102278061	+	1356	1	Asb16|-|-|11|11 D|protein-coding	0	0	0.112	0
NM_019583	chr14	29996168	30008896	-	2048	1	Il17rb|Evi27|IL-17ER|IL-17Rh1|IL17RH1|Il17br|-|14 B|14 18.39 cM|protein-coding	0	0.209	0	0.068
NR_029752	chr2	94241364	94241453	-	89	1	Mir129-2|Mirn129-2|mir-129-2|-|2|2 E1|ncRNA	0	0	0	0
NM_008082	chr18	82392496	82406777	-	2866	1	Galr1|Galnr1|-|18 E3|18 55.78 cM|protein-coding	0	0	0	0
NM_001081372	chr8	93056727	93080017	-	1949	1	Ces1b|Gm5158|-|8 C5|8|protein-coding	0	0	0	0
NM_028804	chr2	5137776	5230866	+	2653	1	Ccdc3|2310045O21Rik|-|2|2 A1|protein-coding	0	0.054	0	0
NM_146438	chr9	39077796	39078743	-	946	1	Olfr938|MOR171-25|-|9|9 A5.1|protein-coding	0	0	0	0
NM_025720	chr11	99555823	99556853	-	1028	1	Krtap3-2|2310020D06Rik|4733401L16Rik|KAP3.2|KRTAP3.2|-|11|11 D|protein-coding	0	0	0	0
NR_028517	chr6	125186361	125186431	-	70	1	Scarna10|MBI-52|-|6 F2|6|ncRNA	0	0	4.341	0
NM_001323251	chr19	33613149	33625249	-	1769	1	Gm8978|EG668106|-|19|19 C1|protein-coding	0	0	0	0
NR_105968	chr2	114150516	114150570	-	54	1	Mir7002|Gm27429|mmu-mir-7002|-|2|2 E4|ncRNA	0	0	0	0
NR_045386	chr18	49803332	49817956	-	697	1	1700065O20Rik|-|-|18|18 D1|ncRNA	0	0	0	0
NM_146963	chr7	140690907	140691842	+	934	1	Olfr45|IB6|MOR253-2|-|7|7 F4|protein-coding	0	0	0	0
NM_025601	chr8	13550722	13562461	-	1332	1	1700029H14Rik|-|-|8|8 A1.1|protein-coding	0	0.107	0.114	0
NM_011781	chr8	40752208	40756187	+	2628	1	Adam25|-|-|8|8 A4|protein-coding	0	0	0	0
NM_001004152	chr7	18718090	18727248	+	1864	1	Psg22|AA408604|cea9|-|7|7 A3|protein-coding	0	0	0	0
NM_146904	chr9	20170634	20171569	-	934	1	Olfr870|MOR141-1|Olfr72|-|9|9 A3|protein-coding	0	0	0	0
NM_001242940	chr2	25291220	25298928	+	2888	1	Grin1os|E130003G02Rik|-|2|2 A3|protein-coding	0	0	0	0.049
NR_131095	chr14	30458036	30463282	+	1184	1	4831407H17Rik|-|-|14|14 B|ncRNA	0	0	0	0
NM_001105058	chr7	42260053	42300755	+	2591	1	Vmn2r61|Casr-rs2|EG637873|Gprc2a-rs2|-|7|7 B3|protein-coding	0	0	0	0
NR_045920	chr16	16707687	16718121	-	1577	1	4933404G15Rik|4933401J20Rik|-|16|16 A3|ncRNA	0	0	0	0
NM_001163536	chr3	19508595	19610862	+	929	1	Dnajc5b|1700008A05Rik|-|3|3 A2|protein-coding	0	0	0	0
NR_045361	chr18	83292792	83325884	-	518	1	4921531P14Rik|1700108N05Rik|-|18|18 E3|ncRNA	0	0	0	0
NM_001252591	chrX	157698973	157752591	+	1047	1	Smpx|1010001C09Rik|Csl|-|X|X F4|protein-coding	0	0	0	0.134
NR_102378	chr5	45639275	45645469	+	2807	1	9630001P10Rik|-|-|5|5 B3|ncRNA	0	0	0.108	0
NM_147062	chr17	37805069	37806190	+	1119	1	Olfr124|A3|MOR256-3|-|17|17 B1|protein-coding	0	0	0	0
NR_002844	chrX	103431517	103484957	+	4302	1	Tsix|-|-|X D|X 46.13 cM|ncRNA	0	0	0	0
NM_010552	chr1	20730905	20734496	+	1166	1	Il17a|Ctla-8|Ctla8|IL-17|IL-17A|Il17|-|1|1 A4|protein-coding	0	0	0	0
NM_177918	chrX	135167624	135177632	-	3691	2	AV320801|4932408M16|-|X|X F1|protein-coding	0	0	0	0
NM_139226	chr10	80494906	80517260	+	4685	1	Onecut3|OC-3|Oc3|-|10|10 C1|protein-coding	0	0.03	0.032	0.03
NR_040684	chr5	24902569	24906849	+	983	1	Prkag2os1|4933426D04Rik|-|5|5 A3|ncRNA	0	0	0	0
NM_001177365	chrX	102706888	102707670	-	452	1	Gm9112|EG668339|-|X|X D|protein-coding	0	0	0	0
NM_207133	chr14	50473057	50486395	+	1140	1	Olfr741|GA_x5J8B7TYL6J-3-280|GA_x5J8B7U07Q4-325-757|GA_x6K02T2PMLR-6197851-6198786|MOR106-10|MOR106-15|-|14|14 C1|protein-coding	0	0	0	0
NM_001347535	chr13	73818534	73847631	-	3969	1	Nkd2|2210403L10Rik|AW212591|mNkd2|-|13|13 C1|protein-coding	0	0	0	0
NM_029667	chr3	92777210	92778899	-	727	1	Lce1i|2310069N01Rik|-|3|3 F1|protein-coding	0	0	0	0
NM_001042715	chr8	95055103	95078141	+	2812	1	Drc7|Ccdc135|Gm770|SRG-L|SRG-S|-|8|8 C5|protein-coding	0	0	0.054	0.05
NR_030557	chr7	61940027	61940106	-	79	1	Mir344-2|Mirn344-2|mir-344-2|-|7 C|7|ncRNA	0	0	0	0
NR_040672	chr4	141982992	141986797	+	993	1	Fhad1os1|Gm13037|OTTMUSG00000010113|-|4|4 E1|ncRNA	0	0	0	0
NM_030062	chr14	34511621	34522801	-	773	1	9230112D13Rik|-|-|14|14 B|protein-coding	0	0	0	0
NM_001290648	chr4	103017873	103026842	-	675	1	Insl5|RIF2|-|4 C6|4 47.27 cM|protein-coding	0	0.211	0	0
NM_001001495	chr6	65590398	65634040	+	3759	1	Tnip3|9030611K07Rik|ABIN-3|LIND|-|6|6 C1|protein-coding	0	0	0	0
NM_001163175	chr12	109032182	109068217	-	2703	1	Begain|BM948371|Gm897|-|12|12 F1|protein-coding	0	0	0.056	0.052
NM_011280	chr17	36869574	36877833	+	2236	1	Trim10|AI324236|BB139825|Herf1|Rnf9|-|17|17 B1|protein-coding	0	0	0.068	0.125
NM_134233	chr7	12361808	12362764	-	955	1	Vmn1r84|V1rg11|-|7|7 A1|protein-coding	0	0	0	0
NM_145132	chr15	81235499	81238964	+	2185	1	Mchr1|AW049955|Gpr24|Mch1r|-|15|15 E1|protein-coding	0	0	0	0.128
NM_001160099	chr14	118854950	118874525	+	832	1	Cldn10|6720456I16Rik|Cldn10a|Cldn10b|D14Ertd728e|-|14 E4|14 62.55 cM|protein-coding	0	0	0	0.168
NM_011720	chr19	44493472	44514273	+	3368	1	Wnt8b|-|-|19 C3|19 37.98 cM|protein-coding	0	0	0	0.042
NM_019935	chr19	5549137	5560575	-	2894	1	Ovol1|BB147136|Ovo1|movo1|-|19|19 A|protein-coding	0	0.099	0.052	0.194
NM_001326288	chr3	23798103	24784006	-	9697	1	Naaladl2|2810043G22Rik|EG635702|Gm1021|-|3|3 A3|protein-coding	0	0	0	0.014
NR_105848	chr17	64440806	64440907	+	101	1	Mir6420|Gm28007|mmu-mir-6420|-|17|17 E1.1|ncRNA	0	0	0	0
NM_001159650	chr5	113075839	113081584	-	750	1	Crybb3|AI852419|-|5 F|5 55.38 cM|protein-coding	0	0.19	0	0
NM_053114	chrX	119927196	119930165	+	2430	1	Pabpc5|C820015E17|-|X|X E1|protein-coding	0	0	0	0
NM_001126488	chrX	74150944	74167838	-	1413	1	Tex28|Gm1538|Gm1811|-|X|X A7.3|protein-coding	0	0	0	0
NM_001253754	chr8	54779434	55060878	+	2957	1	Gpm6a|Gpm6|M6A|-|8|8 B1.3|protein-coding	0	0	0	0
NR_045100	chr11	45102866	45116928	-	1444	1	Gm12159|OTTMUSG00000005475|-|11 B1.1|11 27.39 cM|ncRNA	0	0	0	0
NM_001324473	chr9	70798128	70952221	-	1754	1	Lipc|AI256194|HL|Hpl|-|9 D|9 39.57 cM|protein-coding	0	0	0	0
NM_011773	chr5	31086106	31093527	-	1991	1	Slc30a3|Znt3|-|5 B1|5 16.97 cM|protein-coding	0	0	0.076	0
NM_010991	chr14	54281896	54282925	-	1027	1	Olfr49|IC6|MOR1181|-|14|14 C2|protein-coding	0	0	0	0
NM_146426	chr7	107822523	107823467	-	943	1	Olfr469|MOR204-21|-|7|7 E3|protein-coding	0	0	0	0
NM_019481	chr6	24088283	24168092	-	2478	1	Slc13a1|AI314066|AI987826|NaSi-1|Nas1|-|6 A3.1|6 11.22 cM|protein-coding	0	0	0.061	0
NR_033501	chr5	76484077	76516628	+	814	1	Gm7271|EG639545|-|5|5 C3.3|pseudo	0	0	0	0
NM_001177586	chr17	38639447	38645653	+	1306	1	Esp31|Gm20516|-|17 B1|17 19.16 cM|protein-coding	0	0	0	0
NM_008901	chrX	110814379	110819108	+	4727	1	Pou3f4|Brn-4|Brn4|OTF-9|Otf9|Slf|oct-9|-|X E1|X 48.2 cM|protein-coding	0	0	0	0
NM_011044	chr2	173153073	173159253	+	2604	1	Pck1|AI265463|PEPCK|Pck-1|-|2 H3|2 95.79 cM|protein-coding	0	0	0	0
NM_025429	chr13	32842092	32851185	-	1909	1	Serpinb1a|1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2|-|13 A3.2|13 13.75 cM|protein-coding	0	0.15	0	0.147
NM_145710	chr7	15833250	15839679	-	1331	1	Obox6|D17Ertd599e|-|7|7 A2|protein-coding	0	0.107	0	0
NM_146769	chr2	87135381	87136319	-	937	1	Olfr1110|MOR172-4|-|2|2 D|protein-coding	0	0	0	0
NR_035499	chr14	78191373	78191478	-	105	1	Mir1971|mmu-mir-1971|-|14 D3|14 41.21 cM|ncRNA	0	0	0	0
NM_026142	chr14	49682019	49783367	-	2738	1	3632451O06Rik|AU067705|-|14|14 C1|protein-coding	0	0	0	0
NR_030444	chr11	70234717	70234800	+	83	1	Mir497|Mir|Mirn497|mir-497a|mmu-mir-497|mmu-mir-497a|-|11 B3|11|ncRNA	0	0	0	0
NM_177785	chr4	42868003	42874203	-	1649	1	Fam205c|4931430D02|FAM205CP|-|4|4 A5|protein-coding	0	0	0	0
NM_001243150	chr4	88757844	88758392	+	546	1	Gm13286|OTTMUSG00000011284|-|4|4 C4|protein-coding	0	0	0	0
NM_001024618	chr2	67446002	67526606	+	11944	1	Xirp2|2310003D02Rik|2310008C07Rik|A530024P18Rik|AI452089|Cmya3|Gm352|Xin2|-|2|2 C1.3|protein-coding	0	0.024	0	0
NM_009020	chr2	101624748	101632528	+	3388	1	Rag2|Rag-2|-|2 E2|2 53.87 cM|protein-coding	0	0	0	0
NM_026645	chr9	106543389	106561625	-	1112	1	Iqcf3|1700012F17Rik|AV040440|-|9|9 F1|protein-coding	0	0	0	0
NM_146809	chr19	12087610	12091847	-	1668	1	Olfr1426|MOR239-1|-|19|19 A|protein-coding	0	0	0	0
