Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d sgNT_rep1_S65/ sgNT_rep2_S66/ sgArid1a_rep1_S67/ sgArid1a_rep2_S68) (cmd=getDiffExpression.pl sgArid1a_nostim_raw.txt -edgeR -simpleNorm -dispersion 0.05 sgNT sgNT sgARID1A sgARID1A -export diff -log2fold .585)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_rep1_S65/ (28413949.0 total)	sgNT_rep2_S66/ (31159073.0 total)	sgArid1a_rep1_S67/ (29840911.0 total)	sgArid1a_rep2_S68 (27904258.0 total)	sgARID1A vs. sgNT Log2 Fold Change	sgARID1A vs. sgNT p-value	sgARID1A vs. sgNT adj. p-value
NM_025667	chr4	133266045	133277790	-	1474.0	1	Tmem222|5730406H10Rik|AA409341|D4Ertd196e|-|4 D2.3|4 66.25 cM|protein-coding	1705.48	1772.48	1823.14	1805.95	0.0717534569828972	0.165892695191647	0.995477882591697
NM_207017	chr6	132980015	132980965	-	949.0	1	Tas2r109|T2R09|Tas2r9|mGR09|mt2r62|-|6 G1|6 64.03 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011279	chr9	96470937	96478675	-	1227.0	1	Rnf7|Rbx2|SAG|-|9|9 E3.3|protein-coding	1818.76	1779.99	1781.97	1702.00	-0.0349562322182933	0.501385008326685	1
NM_146224	chr9	72274888	72363771	+	4348.0	1	Zfp280d|A930005F02Rik|BC027163|Suhw4|ZNF634|Znf280d|-|9|9 D|protein-coding	877.16	911.59	890.00	800.08	-0.0702152752050315	0.297961394422689	1
NM_021339	chr9	35452076	35507652	+	7193.0	1	Cdon|CDO|Cd0|Orcam|-|9|9 A4|protein-coding	1670.14	1590.35	1564.37	1476.26	-0.0882993441285059	0.104855294791697	0.829678932055427
NM_019515	chr5	76333495	76363777	-	805.0	1	Nmu|-|-|5|5 C3.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_020577	chr19	46707443	46741095	+	1738.0	1	As3mt|2310045H08Rik|Cyt19|-|19|19 C3|protein-coding	3.12	0.94	0.98	1.05	-0.872410586693268	0.69052896455962	1
NM_181588	chr15	31568912	31590119	+	1033.0	1	Cmbl|2310016A09Rik|-|15|15 B2|protein-coding	204.74	210.29	213.68	213.14	0.0505875866788261	0.674576472734163	1
NM_001164528	chr1	166254139	166316832	+	8248.0	1	Ildr2|2810478N18Rik|3110063L10Rik|AI852300|D1Ertd471e|Dbsm1|ENSMUSG00000040612|Ll|-|1 H2.3|1 73.61 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_121594	chr6	89140994	89147370	+	2416.0	1	Gm1965|AU018164|AU021089|AU023851|C86079|-|6|6 D1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_011800	chr1	104768819	104995481	+	3708.0	1	Cdh20|Cdh7|-|1 E2.1|1 49.42 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_013706	chr4	134093538	134095073	-	499.0	1	Cd52|AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7|-|4 D3|4 66.5 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_172826	chr17	14195230	14203831	-	2803.0	1	Dact2|2900084M21Rik|A630024E20|Dpr2|Frd2|dapper2|-|17|17 A2|protein-coding	7.28	4.69	0.98	3.15	-1.47925967695662	0.0833484063311423	0.744708395836845
NM_146614	chr9	39839436	39840359	+	922.0	1	Olfr971|MOR171-13|-|9|9 A5.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_025523	chr3	51405479	51408955	-	408.0	1	Ndufc1|2310016K22Rik|KFYI|-|3|3 C|protein-coding	1173.36	1135.02	1238.95	1188.57	0.0846966376658193	0.153851128565418	0.962776113646942
NR_045909	chr11	109845878	109848476	+	386.0	1	1700023C21Rik|-|-|11|11 E1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_029166	chr10	89744991	89819869	+	6423.0	1	Uhrf1bp1l|2010319N22Rik|4930506D01Rik|AA589495|C80672|E030041M21Rik|mKIAA0701|-|10|10 C2|protein-coding	1492.42	1462.67	1358.53	1455.26	-0.0602356288750885	0.285444585943454	1
NM_134420	chr9	108854043	108862143	+	2706.0	1	Slc26a6|B930010B04Rik|CFEX|Pat-1|Pat1|-|9|9 F2|protein-coding	135.11	126.74	143.11	117.60	0.0101979843018688	0.969273315230474	1
NM_013818	chr15	79690896	79721479	+	3384.0	1	Gtpbp1|AL022987|AW045683|C85212|GP-1|Gtpbp|-|15|15 E1|protein-coding	2283.32	2365.81	2277.94	2351.93	0.00412589934962666	0.931265269630952	1
NR_028141	chr4	156331103	156339499	+	2712.0	1	Vmn2r-ps159|V2r8|V2r9|Vmn2r-ps160|-|4|4 E2|pseudo	0.00	0.00	0.00	0.00	0	1	1
NM_019724	chr4	17853458	18118734	+	4588.0	1	Mmp16|MT-MMP 3|MT3-MMP|Mt3mmp|-|4 A3|4 7.08 cM|protein-coding	76.91	75.10	63.71	70.35	-0.171492264050317	0.382375985732958	1
NM_025937	chrX	37126763	37150746	+	4251.0	1	Nkap|2610020O08Rik|AA987160|AI849147|AL024236|-|X|X A3.3|protein-coding	869.89	919.10	802.77	813.73	-0.13668468087393	0.0381367838213093	0.531683104899697
NM_008597	chr6	136872435	136875823	-	611.0	1	Mgp|Mglap|-|6|6 G1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_025963	chr17	27630429	27635242	-	566.0	1	Rps10|2210402A09Rik|-|17|17 A3.3|protein-coding	216.17	212.17	262.69	249.89	0.271214049346171	0.014188672534636	0.307008340372454
NM_026464	chr18	36760239	36763708	+	1489.0	1	Wdr55|2410080P20Rik|C80692|-|18|18 B2|protein-coding	1732.50	1719.90	1823.14	1807.00	0.0835737671529484	0.104605509028889	0.828506898981228
NM_025428	chr2	30090944	30093635	-	1187.0	1	Zdhhc12|1190004A01Rik|-|2|2 B|protein-coding	95.61	92.94	139.19	112.35	0.431025473623163	0.00688041762981341	0.193606430484784
NM_138606	chrX	7878306	7883432	+	2033.0	1	Pim2|DXCch3|Pim-2|-|X A1.1|X 3.55 cM|protein-coding	232.80	230.95	260.73	242.54	0.130382318335318	0.234043948754921	1
NM_133951	chr7	105731730	105737385	-	2881.0	1	Rrp8|1500003O22Rik|2900001K19Rik|AW538116|-|7|7 E3|protein-coding	1726.26	1706.76	1631.02	1578.10	-0.0857754726384784	0.102688928372201	0.82192294947413
NM_026819	chr14	55739020	55745684	-	1460.0	1	Dhrs1|1110029G07Rik|AW112170|D14Ertd484e|-|14 C3|14 28.19 cM|protein-coding	577.85	616.80	603.79	596.38	0.0162569436070592	0.833013403330922	1
NM_011930	chr17	25133391	25162103	+	4043.0	1	Clcn7|ClC-7|D17Wsu51e|-|17 A3.3|17 12.53 cM|protein-coding	3680.13	3575.94	3963.85	4021.38	0.149307604579134	0.000677438170760907	0.0347806696899503
NM_201226	chr4	154011803	154021512	+	3386.0	1	Lrrc47|2900010D03Rik|AA960559|mKIAA1185|-|4|4 E2|protein-coding	2966.14	3109.35	3017.00	2947.26	-0.0160948158290075	0.73648443082497	1
NR_002891	chr10	4403171	4429166	-	1745.0	2	Gm5512|EG433224|-|19 A|19|pseudo	444.82	412.14	514.59	471.44	0.216472314516965	0.011665823335401	0.273394753754283
NM_026334	chr19	33961248	33976813	+	1341.0	1	Lipf|2310051B21Rik|AV082900|-|19|19 C1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_007483	chr12	8497759	8499985	-	2224.0	1	Rhob|AA017882|Arh6|Arhb|-|12|12 A1.1|protein-coding	2234.47	2211.84	2331.85	2125.14	0.0153892925256475	0.776198926234782	1
NM_175456	chr15	41865293	41869720	-	1758.0	1	Abra|C130068O12Rik|STARS|-|15|15 B3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_133895	chr5	127595666	127617392	-	2696.0	1	Slc15a4|AA987064|AW742963|C130069N12Rik|PHT1|PTR4|-|5|5 G1.2|protein-coding	1581.80	1553.73	1530.06	1521.41	-0.0278879445107504	0.604366369609924	1
NR_105893	chr11	101030340	101030409	+	69.0	1	Mir6928|Gm27728|mmu-mir-6928|-|11|11 D|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_022029	chr9	37544493	37552745	-	1287.0	1	Nrgn|0710001B06Rik|AI838505|NG|NG/RC3|Pss1|R75334|RC3|-|9 A4|9 20.78 cM|protein-coding	7.28	9.39	8.82	10.50	0.20889617984275	0.872832920602859	1
NR_105759	chr1	12425986	12426106	+	120.0	1	Mir6341|Gm27262|mmu-mir-6341|-|1|1 A3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_016666	chr19	4113756	4125858	-	2059.0	1	Aip|AA408703|AW476050|Ara9|D19Bwg1412e|Fkbp16|Xap2|-|19 A|19 3.82 cM|protein-coding	2397.64	2564.83	2617.08	2445.38	0.0394406778818194	0.437137887912262	1
NM_001164563	chr15	97244074	97247287	-	2867.0	1	Amigo2|AI415330|AMIGO-2|AW208913|Ali1|-|15|15 F1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_026958	chr12	87443896	87449924	+	413.0	1	Slirp|1810035L17Rik|-|12|12 D2|protein-coding	1759.52	1745.25	1916.25	1826.95	0.10653158229253	0.0404817775889449	0.5481649457859
NM_001164729	chr17	47686645	47688386	-	1002.0	1	Tomm6|1110002E23Rik|AI663970|-|17|17 C|protein-coding	2734.37	2896.24	2965.05	2868.52	0.0615796433815469	0.196342646627708	1
NM_172872	chr4	98754892	98817537	-	4789.0	1	Kank4|AU021071|Ankrd38|BC060737|C130031J23|-|4|4 C6|protein-coding	894.83	900.32	802.77	855.72	-0.104365287541837	0.112479873965435	0.857650300649434
NM_020559	chr9	106233455	106247954	-	2689.0	1	Alas1|ALAS|ALAS-N|Alas-1|Alas-h|-|9|9 F1|protein-coding	2285.40	2279.44	2411.24	2347.73	0.071321318306032	0.141501192808124	0.93083505842706
NM_008686	chr11	96817414	96829968	-	4647.0	1	Nfe2l1|AA408798|AW212678|LCR-F1|Lcrf1|NRF1|TCF-11|TCF11|-|11 D|11 60.12 cM|protein-coding	9411.82	9481.06	10023.33	9445.52	0.0544489406134438	0.195576195952533	1
NM_178414	chr7	119690026	119714566	+	2137.0	1	Acsm4|O-MACS|OMACS|-|7|7 F2|protein-coding	0.00	0.94	0.00	1.05	0.0411055452408026	1	1
NM_001172588	chr7	47426329	47452139	-	1235.0	1	Mrgpra2a|-|-|7|7 B3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_133880	chr4	134396320	134427412	+	3155.0	1	Pafah2|2310074E22Rik|AI507170|-|4|4 D3|protein-coding	1299.11	1281.48	1287.96	1299.86	0.0151026102134004	0.796732215345305	1
NR_073508	chr7	51511029	51598707	+	7649.0	1	Ano5|9330162L24|Gdd1|Tmem16e|-|7|7 B4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_010669	chr15	101676023	101680289	-	2226.0	1	Krt6b|BB144589|Krt2-6b|mK6[b]|-|15 F2|15 56.97 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_029613	chr11	99643112	99644089	-	975.0	1	Krtap4-7|2310037K05Rik|KAP4.7|KRTAP4.7|-|11|11 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_045554	chr12	77238739	77475996	+	3330.0	1	Fut8|-|-|12|12 C3|protein-coding	1354.20	1252.38	1264.43	1312.46	-0.00465114827955746	0.938122039822918	1
NR_029658	chr5	138165737	138165818	-	81.0	1	Mir106b|Mirn106b|mir-106b|-|5|5 G2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_139001	chr9	56865104	56899870	+	8038.0	1	Cspg4|4732461B14Rik|AN2|NG2|-|9|9 B|protein-coding	207.86	183.07	202.90	190.04	0.023008720792022	0.902056959645417	1
NM_001301407	chr6	29694214	29718558	+	1988.0	1	Tspan33|1300010A20Rik|Pen|-|6|6 A3.3|protein-coding	12.47	22.53	14.70	17.85	-0.116154485958359	0.908441298337279	1
NM_001145198	chr10	83722865	83762762	+	1186.0	1	1500009L16Rik|2700050C19Rik|OCC-1|-|10|10 C1|protein-coding	121.60	128.62	113.70	94.50	-0.251906429674335	0.104401776191996	0.827982608481413
NM_181470	chr10	13178638	13193137	-	1755.0	1	Ltv1|2610020N02Rik|-|10|10 A2|protein-coding	1873.84	1902.97	1760.40	1797.55	-0.0756742067454022	0.140735708545176	0.929037417426143
NR_105833	chr11	68220892	68221011	+	119.0	1	Mir6406|Gm27981|mmu-mir-6406|-|11|11 B3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_025991	chr2	90904786	90910560	+	2387.0	1	Kbtbd4|2510026C23Rik|-|2|2 E1|protein-coding	1244.03	1268.34	1254.63	1316.66	0.0433941101770303	0.449730905486648	1
NM_175684	chr18	37957434	37969731	-	4205.0	1	Fchsd1|A030002D08Rik|-|18|18 B3|protein-coding	152.78	171.80	213.68	188.99	0.320660371581416	0.0105474932883781	0.255735022546376
NM_001044382	chr3	107235531	107239707	-	409.0	1	Prok1|EG-VEGF|-|3|3 F2.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011032	chr11	120560304	120572936	-	2525.0	1	P4hb|ERp59|PDI|Pdia1|Thbp|-|11 E2|11 84.27 cM|protein-coding	42100.62	43389.08	43731.73	43549.57	0.0408216065946464	0.302798826515454	1
NM_001099314	chr4	43583216	43584494	-	738.0	1	Msmp|OTTMUSG00000007017|Psmp|-|4|4 A5|protein-coding	197.47	188.70	200.94	219.44	0.132929946797665	0.271549723253684	1
NM_010671	chr16	88750744	88751628	-	882.0	1	Krtap13|4C32|-|16|16 C3.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_031186	chr3	123526166	123672477	-	5408.0	1	Ndst3|4921531K01Rik|4930511P15Rik|N-HSST 3|NDST-3|-|3|3 G1|protein-coding	585.12	529.49	460.68	503.99	-0.196683601627398	0.0161593705524741	0.329047697299632
NM_146747	chr9	39018619	39019539	-	919.0	1	Olfr146|M15|MOR171-10|-|9|9 A5.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_106046	chr8	117459265	117459328	+	63.0	1	Mir7078|Gm27386|mmu-mir-7078|-|8|8 E1|ncRNA	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
NM_001316749	chr6	118011537	118091546	+	3170.0	1	Rasgef1a|6330404M18Rik|AI835194|-|6|6 F1|protein-coding	4.16	1.88	3.92	0.00	-0.510909753359949	0.758187897077237	1
NM_028920	chr6	24733245	24745452	+	3446.0	1	Hyal6|4932701A20Rik|Hyal-ps1|Hyalp1|-|6|6 A3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_106024	chr7	66381667	66381724	-	57.0	1	Mir7057|Gm27550|mmu-mir-7057|-|7|7 C|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_040562	chr1	162004969	162016485	+	916.0	1	2810442N19Rik|-|-|1|1 H2.1|ncRNA	3.12	0.94	2.94	0.00	-0.342122443989271	1	1
NM_001045514	chr4	63367123	63403445	-	5456.0	1	Akna|AI597013|-|4|4 B3-C1|protein-coding	544.59	586.76	600.85	564.88	0.0533502709538956	0.494074228677835	1
NM_001146107	chr3	94174412	94178193	-	2243.0	1	Gm10696|ENSMUSG00000074424|-|3|3 F2.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_030722	chr4	130663359	130781565	+	5328.0	1	Pum1|AA517475|Pumm|mKIAA0099|-|4|4 D2.2|protein-coding	2271.89	2259.72	2086.80	2217.53	-0.0638258072649817	0.203168921511538	1
NM_030127	chr5	35652026	35679780	-	2734.0	1	Htra3|2210021K23Rik|9530081K03Rik|Prsp|Tasp|-|5|5 B3|protein-coding	29.10	26.29	21.56	16.80	-0.507066539058954	0.13866921483523	0.922093909054756
NM_013786	chr10	127990936	128007508	-	1451.0	1	Hsd17b6|17betaHSD9|Hsd17b9|Rdh8|-|10|10 D3|protein-coding	1.04	0.00	0.98	0.00	0.0394866752533837	1	1
NM_172644	chr1	161040601	161070660	-	3602.0	1	Dars2|5830468K18Rik|aspRS|-|1|1 H2.1|protein-coding	1402.00	1419.48	1333.05	1330.31	-0.0724756682042361	0.193456692503768	1
NR_105889	chr11	69882032	69882094	-	62.0	1	Mir6924|mmu-mir-6924|-|11|11 B3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_038180	chr2	9189515	9197484	+	879.0	1	1700061F12Rik|-|-|2|2 A1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_007475	chr5	115559467	115563729	+	1351.0	1	Rplp0|36B4|Arbp|L10E|-|5|5 F|protein-coding	23161.63	23778.23	24067.35	23368.11	0.0260876728417019	0.516113219247735	1
NR_029541	chr2	26591357	26591429	+	72.0	1	Mir126a|Mir126|Mirn126|mir-126a|mmu-mir-126|mmu-mir-126a|-|2|2 A3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_010414	chr5	34761740	34912534	+	13150.0	1	Htt|AI256365|C430023I11Rik|Hd|Hdh|IT15|-|5 B2|5 17.92 cM|protein-coding	3566.85	3446.38	3381.62	3650.74	0.0146878310902378	0.75461963528834	1
NR_106037	chr8	84867947	84868008	+	61.0	1	Mir7069|Gm27777|mmu-mir-7069|-|8|8 C3|ncRNA	2.08	3.76	3.92	0.00	-0.508954362885351	0.758081338152524	1
NM_001310016	chr3	89164795	89182770	+	2916.0	1	Clk2-scamp3|TU52|-|3 F1|protein-coding	4131.18	4266.90	4348.08	4652.41	0.110158767776754	0.0145702153838884	0.311962805300584
NM_009202	chr17	12648875	12675838	-	1980.0	1	Slc22a1|Lx1|Oct1|Orct|Orct1|-|17 A1|17 8.63 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_028362	chr11	83294304	83294399	+	95.0	1	Snord7|-|-|11|11 C|snoRNA	3.12	0.94	2.94	3.15	0.603452201498514	0.757431349289889	1
NM_001011867	chr7	140574155	140575087	+	931.0	1	Olfr538|MOR253-10P|MOR253-12P|MOR253-13P|Olfr1523-ps1|Olfr1553-ps1|-|7|7 F4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_177573	chr4	124937048	124944661	+	2935.0	1	9930104L06Rik|-|-|4|4 D2.2|protein-coding	419.87	371.77	431.28	380.09	0.0511489905639827	0.610634895959875	1
NM_173445	chr7	80316616	80324454	-	2329.0	1	Rccd1|5830436H09|E430018M08Rik|-|7|7 D2|protein-coding	216.17	196.21	236.22	215.24	0.145786368079277	0.221752176761451	1
NM_008186	chr7	46796094	46823800	+	2728.0	1	Gtf2h1|62kDa|AW743425|AW822074|BTF2 p62|C77871|p62|-|7|7 B3|protein-coding	9677.87	9919.49	9236.24	9149.43	-0.0812253843833466	0.0452316214009845	0.572972790044376
NM_012047	chr8	88332311	88362191	-	2351.0	1	Brd7|BP75|CELTIX1|Ptpn13ip|-|8|8 C3|protein-coding	3143.85	3202.29	2930.74	3000.81	-0.0869605881849698	0.0574958465249138	0.638852290645547
NM_020561	chr10	57794544	57811830	+	1781.0	1	Smpdl3a|0610010C24Rik|AI529588|ASM3A|ASML3|ASML3A|-|10|10 B4|protein-coding	1252.35	1316.21	1432.04	1364.96	0.133501764484135	0.0195936029109625	0.362771015173118
NR_027924	chrX	7411817	7422988	-	824.0	1	2010204K13Rik|0610010M13Rik|Cip7|-|X|X A1.1|ncRNA	188.11	183.07	151.93	157.50	-0.251388915373275	0.0488421769321862	0.597372764443317
NM_001190371	chr18	12252357	12305720	-	3244.0	1	Ankrd29|G630054C21|G630054C21Rik|Gm95|-|18|18 A1|protein-coding	180.84	194.33	185.25	206.84	0.0704826107853726	0.574143221176471	1
NR_015505	chrX	50563120	50635321	-	5795.0	1	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X|X A5|ncRNA	1501.77	1290.87	1382.05	1460.51	0.0381770555318301	0.551642989713889	1
NM_001024645	chr14	55491093	55508264	+	4556.0	1	Carmil3|Lrrc16b|mFLJ00240|-|14|14 C3|protein-coding	277.49	238.46	349.92	356.99	0.468748289538485	3.31262007012558e-06	0.00030557052128072
NM_175105	chr7	97726379	97738247	-	1317.0	1	Aqp11|1700015P13Rik|AI648923|sjds|-|7|7 E1|protein-coding	40.53	40.37	49.01	38.85	0.134593464202871	0.615523382453539	1
NR_040751	chr3	11823229	11844359	-	1518.0	1	Gm10745|ENSMUSG00000074696|-|3 A1|3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001291044	chr3	37404982	37419596	-	1076.0	1	Nudt6|Asfgf2b|-|3|3 B|protein-coding	100.81	126.74	142.13	117.60	0.198604629680591	0.196802995819663	1
NM_007781	chr15	78282508	78305721	-	4723.0	1	Csf2rb2|AIC2A|BetaIl3|Bil3|Csfgmrb|Il3r|Il3rb|Il3rb2|-|15 E1|15 37.22 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001289652	chr2	180710226	180721599	+	4405.0	1	Gid8|2310003C23Rik|4833420G11Rik|AI451474|Twa1|-|2|2 H4|protein-coding	1573.49	1584.71	1758.44	1654.75	0.123498545330366	0.0216637826704874	0.388065892637008
NR_035413	chr18	10785446	10785567	+	121.0	1	Mir1b|Mir1-2-as|Mir1-2as|Mirn1-2as|mir-1b|mmu-mir-1-2-as|mmu-mir-1b|-|18 A1|18 5.4 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_147000	chr16	58796779	58797942	-	1161.0	1	Olfr173|MOR184-3|-|16|16 C1.2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_138591	chr3	67430115	67475068	+	2578.0	1	Gfm1|AW545374|D3Wsu133e|Gfm|-|3 E1|3 30.96 cM|protein-coding	3533.59	3308.37	3189.51	3280.10	-0.0692705462845992	0.135003444724332	0.910049319560697
NM_001033310	chr5	90214725	90223996	-	1319.0	1	Cox18|BC038311|-|5|5 E1|protein-coding	178.76	214.99	193.10	211.04	0.0420599208597052	0.72020254209972	1
NM_183034	chr11	103365092	103412664	-	5114.0	1	Plekhm1|AP162|B2|BC038943|D330036J23Rik|-|11|11 E1|protein-coding	4112.47	4026.57	4300.05	4763.71	0.16580171370182	0.000444911611823298	0.0248109004984279
NM_033526	chr3	88553716	88569725	+	3359.0	1	Ubqln4|A1Up|A1u|AI663987|CIP75|UBIN|-|3|3 F1|protein-coding	4447.12	4497.85	4367.68	4780.51	0.042725126982408	0.351173264940071	1
NM_054068	chr2	150680702	150689137	-	3561.0	1	Vsx1|CHX10-like|-|2 G3|2 74.74 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_105750	chr9	52115623	52115739	+	116.0	1	Mir6244|Gm27368|mmu-mir-6244|-|9|9 A5.3|ncRNA	16.63	13.14	11.76	9.45	-0.460653812973972	0.281407647736216	1
NM_001293313	chr1	164307672	164437300	+	1721.0	1	Nme7|D530024H21Rik|Nm23-M7|Nm23-r7|-|1|1 H2.2|protein-coding	707.76	687.21	733.17	680.38	0.0317968487383044	0.670837916040887	1
NM_029227	chr12	71111428	71123222	+	589.0	1	Tomm20l|4930553D19Rik|-|12|12 C2|protein-coding	34.30	30.04	31.37	34.65	0.0499580020670217	0.933916490304628	1
NR_028550	chr11	62603460	62603521	+	61.0	1	Snord49a|MBII-243|-|11 B2|11|snoRNA	23.90	12.20	25.48	16.80	0.267035569935031	0.528171275174586	1
NM_001081040	chr10	128363097	128370037	-	2500.0	1	Coq10a|Gm1|-|10|10 D3|protein-coding	549.78	608.35	600.85	593.23	0.0529072111521518	0.489423480188209	1
NM_001177439	chr2	157087055	157096481	+	632.0	1	Tldc2|Gm1332|-|2|2 H1|protein-coding	0.00	3.76	1.96	2.10	0.0493157656520638	1	1
NM_146593	chr2	87149720	87150659	-	938.0	1	Olfr1111|MOR181-2|-|2|2 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011079	chr5	129863435	129879083	-	2348.0	1	Phkg1|Phkg|-|5 G1.3|5 68.26 cM|protein-coding	20.79	26.29	28.43	43.05	0.594559377445348	0.0478482507243719	0.593855603451651
NR_040459	chr7	136332216	136349415	-	1380.0	1	C230079O03Rik|C230079O03|-|7|7 F3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001205243	chr1	161780692	161788495	-	1883.0	1	Fasl|APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|Tnlg1a|gld|-|1 H2.1|1 69.95 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011192	chr11	101316251	101323530	+	2606.0	1	Psme3|AA410043|AU020960|Ki|PA28gamma|REGgamma|pa28g|-|11 D|11 64.67 cM|protein-coding	8971.16	8992.88	8809.86	8969.89	-0.00401340200544576	0.923088589965937	1
NM_001105060	chr7	42903251	42933789	-	2573.0	1	Vmn2r63|EG435975|-|7|7 B3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_010359	chr3	107963696	107969174	-	1192.0	1	Gstm3|Fsc2|mGSTM5|-|3|3 F2.3|protein-coding	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
NM_001009550	chr4	62147832	62150841	-	747.0	1	Mup21|Gm11208|Mup|Mup26|OTTMUSG00000000231|bM64F17.1|bM64F17.4|-|4 B3|4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001039646	chr5	105215699	105239533	-	3515.0	1	Gbp10|-|-|5|5 E5|protein-coding	0.00	0.00	4.90	1.05	4.66694520615709	0.0330176226538395	0.490110954057628
NM_133787	chr3	69722055	69749046	+	1720.0	1	Nmd3|C87860|-|3|3 E1|protein-coding	2498.45	2459.69	2371.06	2425.43	-0.0368841712683196	0.443150394612578	1
NR_045366	chr18	64157724	64277180	-	658.0	1	St8sia3os|1700091E21Rik|-|18|18 E1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_153115	chr8	19157887	19159578	+	431.0	1	Spag11a|9230111C08Rik|Bin1b|EP2Q|EP2e|Spag11|-|8|8 A1.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001201389	chr6	85808051	85809877	-	1368.0	1	Nat8f6|ENSMUSG00000079495|Gm11128|-|6 C3|6 37.48 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001281523	chr7	32827683	32829653	-	420.0	2	Scgb2b15|Abpb15|EG624439|Gm6504|-|7|7 B1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009635	chr10	127000709	127020994	+	3011.0	1	Avil|Advil|DOC6|-|10|10 D3|protein-coding	4.16	9.39	7.84	6.30	0.0510899926036572	1	1
NR_046081	chr12	86169341	86195102	+	3155.0	1	Gm805|-|-|12|12 D2|ncRNA	1.04	0.00	0.00	0.00	-2.30249020305659	0.999999999999998	1
NM_029705	chr12	101918901	101958243	-	5347.0	1	Atxn3|2210008M02Rik|AI463012|AI647473|ATX3|MJD1|Mjd|Sca3|ataxin-3|-|12|12 E|protein-coding	1659.75	1683.29	1593.77	1550.80	-0.0772672290670127	0.145268094483441	0.942004463365044
NR_105850	chr11	78073170	78073241	-	71.0	1	Mir451b|mmu-mir-451b|-|11|11 B5|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001024622	chr16	56015508	56029717	-	2264.0	1	Pcnp|1110018D06Rik|AI647035|-|16|16 C1.1|protein-coding	736.86	815.83	751.80	773.83	-0.016968935785444	0.831134119402666	1
NR_015467	chrX	105040854	105070124	-	3727.0	1	5530601H04Rik|AI835882|-|X|X D|ncRNA	258.78	221.56	244.06	241.49	0.0307559792831413	0.80681382756835	1
NR_040394	chr9	81631930	81645156	+	1705.0	1	D430036J16Rik|-|-|9|9 E1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
